city,iataCode, Airport name, Location, Country,isInternational
CGY Laguindingan International Airport,CGY,Laguindingan International Airport,Cagayan de Oro City,Philippines,YES
FMA Formosa International Airport (El Pucú Airport),FMA,Formosa International Airport (El Pucú Airport),Formosa,Argentina,YES
TPA Tampa International Airport,TPA,Tampa International Airport,"Tampa, Florida",United States,YES
AMM Queen Alia International Airport,AMM,Queen Alia International Airport,Amman,Jordan,YES
ELP El Paso International Airport,ELP,El Paso International Airport,"El Paso, Texas",United States,YES
IAS Ia?i International Airport,IAS,Ia?i International Airport,Ia?i,Romania,YES
KCH Kuching International Airport,KCH,Kuching International Airport,"Kuching, Sarawak",Malaysia,YES
LRL Niamtougou International Airport,LRL,Niamtougou International Airport,Niamtougou,Togo,YES
NBK Suvarnabhumi International Airport,NBK,Suvarnabhumi International Airport,Bangkok,Thailand,YES
TPE Taiwan Taoyuan International Airport,TPE,Taiwan Taoyuan International Airport,"Taoyuan County, Taiwan",China,YES
LRM La Romana International Airport (Casa de Campo International Airport),LRM,La Romana International Airport (Casa de Campo International Airport),La Romana,Dominican Republic,YES
NBO Jomo Kenyatta International Airport,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,YES
SFH San Felipe International Airport,SFH,San Felipe International Airport,"San Felipe, Baja California",Mexico,YES
AAC El Arish International Airport,AAC,El Arish International Airport,El Arish,Egypt,YES
AZO Kalamazoo/Battle Creek International Airport,AZO,Kalamazoo/Battle Creek International Airport,"Kalamazoo/Battle Creek, Michigan",United States,YES
MES Polonia International Airport,MES,Polonia International Airport,Medan,Indonesia,YES
CHC Christchurch International Airport,CHC,Christchurch International Airport,Christchurch,New Zealand,YES
JAN Jackson-Evers International Airport,JAN,Jackson-Evers International Airport,"Jackson, Mississippi",United States,YES
GLS Scholes International Airport at Galveston,GLS,Scholes International Airport at Galveston,"Galveston, Texas",United States,YES
"HER Heraklion International Airport, Nikos Kazantzakis",HER,"Heraklion International Airport, Nikos Kazantzakis","Heraklion, Crete",Greece,YES
PNH Phnom Penh International Airport,PNH,Phnom Penh International Airport,Phnom Penh,Cambodia,YES
VIE Vienna International Airport,VIE,Vienna International Airport,Vienna,Austria,YES
AZS Samaná El Catey International Airport,AZS,Samaná El Catey International Airport,"El Catey, Samaná",Dominican Republic,YES
BKI Kota Kinabalu International Airport,BKI,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,YES
PNI Pohnpei International Airport,PNI,Pohnpei International Airport,Kolonia,Federated States of Micronesia,YES
SFO San Francisco International Airport,SFO,San Francisco International Airport,"San Francisco, California",United States,YES
FMO Münster Osnabrück International Airport,FMO,Münster Osnabrück International Airport,"Greven, North Rhine-Westphalia",Germany,YES
HET Hohhot Baita International Airport,HET,Hohhot Baita International Airport,"Hohhot, Inner Mongolia",China,YES
LRU Las Cruces International Airport,LRU,Las Cruces International Airport,"Las Cruces, New Mexico",United States,YES
NCE Côte d'Azur International Airport,NCE,Côte d'Azur International Airport,Nice,France,YES
BKK Suvarnabhumi Airport(New Bangkok International Airport) (Donmuang Airport),BKK,Suvarnabhumi Airport(New Bangkok International Airport) (Donmuang Airport),Bangkok,Thailand,YES
CTG Rafael Núñez International Airport,CTG,Rafael Núñez International Airport,Cartagena,Colombia,YES
HEX Herrera International Airport (closed),HEX,Herrera International Airport (closed),Santo Domingo,Dominican Republic,YES
MEX Mexico City International Airport,MEX,Mexico City International Airport,Mexico City,Mexico,YES
SFS Subic Bay International Airport,SFS,Subic Bay International Airport,"Morong, Bataan",Philippines,YES
PNQ Pune International Airport,PNQ,Pune International Airport,Pune,India,YES
YLW Kelowna International Airport,YLW,Kelowna International Airport,"Kelowna, British Columbia",Canada,YES
FNA Lungi International Airport,FNA,Lungi International Airport,Freetown,Sierra Leone,YES
JAX Jacksonville International Airport,JAX,Jacksonville International Airport,"Jacksonville, Florida",United States,YES
ONT Ontario International Airport,ONT,Ontario International Airport,"Ontario, California",United States,YES
SVO Sheremetyevo International Airport,SVO,Sheremetyevo International Airport,Moscow,Russia,YES
PNS Pensacola International Airport,PNS,Pensacola International Airport,"Pensacola, Florida",United States,YES
RDU Raleigh–Durham International Airport,RDU,Raleigh–Durham International Airport,"Raleigh / Durham, North Carolina",United States,YES
BKO Senou International Airport,BKO,Senou International Airport,Bamako,Mali,YES
DME Domodedovo International Airport,DME,Domodedovo International Airport,Moscow,Russia,YES
JBQ La Isabela International Airport,JBQ,La Isabela International Airport,La Isabela,Dominican Republic,YES
TRC Francisco Sarabia International Airport (Torreón Int'l),TRC,Francisco Sarabia International Airport (Torreón Int'l),"Torreón, Coahuila",Mexico,YES
VIN Gavryshivka International,VIN,Gavryshivka International,Vinnytsia,Ukraine,YES
CTM Chetumal International Airport,CTM,Chetumal International Airport,"Chetumal, Quintana Roo",Mexico,YES
DMK Don Mueang International Airport,DMK,Don Mueang International Airport,"Don Muang, Bangkok",Thailand,YES
HFE Hefei Luogang International Airport,HFE,Hefei Luogang International Airport,"Hefei, Anhui",China,YES
NDB Nouadhibou International Airport,NDB,Nouadhibou International Airport,Nouadhibou,Mauritania,YES
ZAM Zamboanga International Airport,ZAM,Zamboanga International Airport,Zamboanga City,Philippines,YES
AAN Al Ain International Airport,AAN,Al Ain International Airport,Al Ain,United Arab Emirates,YES
DMM King Fahd International Airport,DMM,King Fahd International Airport,Dammam,Saudi Arabia,YES
ICN Incheon International Airport,ICN,Incheon International Airport,Incheon,South Korea,YES
REC Guararapes International Airport,REC,Guararapes International Airport,Recife,Brazil,YES
MFE McAllen-Miller International Airport,MFE,McAllen-Miller International Airport,"McAllen, Texas",United States,YES
NDJ N'Djamena International Airport,NDJ,N'Djamena International Airport,N'Djamena,Chad,YES
SVX Koltsovo International Airport,SVX,Koltsovo International Airport,Yekaterinburg,Russia,YES
VIT Vitoria Foronda International Airport,VIT,Vitoria Foronda International Airport,Vitoria-Gasteiz,Spain,YES
ANC Ted Stevens Anchorage International Airport,ANC,Ted Stevens Anchorage International Airport,"Anchorage, Alaska",United States,YES
BAH Bahrain International Airport,BAH,Bahrain International Airport,Al Muharraq,Bahrain,YES
SVZ Juan Vicente Gómez International Airport,SVZ,Juan Vicente Gómez International Airport,San Antonio del Táchira,Venezuela,YES
CHQ Chania International Airport,CHQ,Chania International Airport,Chania,Greece,YES
FNJ Pyongyang Sunan International Airport,FNJ,Pyongyang Sunan International Airport,Pyongyang,North Korea,YES
POA Salgado Filho International Airport,POA,Salgado Filho International Airport,"Porto Alegre, Rio Grande DO Sul",Brazil,YES
XMN Xiamen Gaoqi International Airport,XMN,Xiamen Gaoqi International Airport,"Xiamen, Fujian",China,YES
HGA Egal International Airport,HGA,Egal International Airport,Hargeisa,Somalia,YES
ANF Cerro Moreno International Airport,ANF,Cerro Moreno International Airport,Antofagasta,Chile,YES
CHS Charleston International Airport / Charleston AFB,CHS,Charleston International Airport / Charleston AFB,"Charleston, South Carolina",United States,YES
CTS Chitose International Airport,CTS,Chitose International Airport,"Sapporo, Hokkaido",Japan,YES
GMP Gimpo International Airport (Kimpo Airport),GMP,Gimpo International Airport (Kimpo Airport),Seoul,South Korea,YES
MQP Kruger Mpumalanga International Airport,MQP,Kruger Mpumalanga International Airport,Nelspruit,South Africa,YES
SWF Stewart International Airport,SWF,Stewart International Airport,"Newburgh, New York",United States,YES
FNT Bishop International Airport,FNT,Bishop International Airport,"Flint, Michigan",United States,YES
HGH Hangzhou Xiaoshan International Airport,HGH,Hangzhou Xiaoshan International Airport,Hangzhou,China,YES
SGN Tan Son Nhat International Airport,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,YES
CTU Chengdu Shuangliu International Airport,CTU,Chengdu Shuangliu International Airport,"Chengdu, Sichuan",China,YES
MFM Macau International Airport,MFM,Macau International Airport,Taipa,Macau,YES
REP Angkor International Airport,REP,Angkor International Airport,Siem Reap,Cambodia,YES
VKO Vnukovo International Airport,VKO,Vnukovo International Airport,Moscow,Russia,YES
LSP Josefa Camejo International Airport,LSP,Josefa Camejo International Airport,Las Piedras,Venezuela,YES
MQT Sawyer International Airport,MQT,Sawyer International Airport,"Marquette, Michigan",United States,YES
TRN Turin International Airport,TRN,Turin International Airport,Turin,Italy,YES
BLA Generál José Antonio Anzoátegui International Airport,BLA,Generál José Antonio Anzoátegui International Airport,"Barcelona, Anzoátegui",Venezuela,YES
CHX Captain Manuel Niño International Airport,CHX,Captain Manuel Niño International Airport,"Changuinola, Bocas del Toro",Panama,YES
FOC Fuzhou Changle International Airport,FOC,Fuzhou Changle International Airport,"Fuzhou, Fujian",China,YES
KDH Kandahar International Airport,KDH,Kandahar International Airport,Kandahar,Afghanistan,YES
RES Resistencia International Airport,RES,Resistencia International Airport,"Resistencia, Chaco",Argentina,YES
BAQ Ernesto Cortissoz International Airport,BAQ,Ernesto Cortissoz International Airport,Barranquilla,Colombia,YES
ORD O'Hare International Airport (formerly Orchard Depot Field),ORD,O'Hare International Airport (formerly Orchard Depot Field),"Chicago, Illinois",United States,YES
BWI Baltimore/Washington International Thurgood Marshall Airport,BWI,Baltimore/Washington International Thurgood Marshall Airport,"between Baltimore, Maryland and Washington, D.C.",United States,YES
MFR Rogue Valley International - Medford Airport,MFR,Rogue Valley International - Medford Airport,"Medford, Oregon",United States,YES
SHA Shanghai Hongqiao International Airport,SHA,Shanghai Hongqiao International Airport,Shanghai,China,YES
TRU Cap. FAP Carlos Martínez de Pinillos International Airport,TRU,Cap. FAP Carlos Martínez de Pinillos International Airport,Trujillo,Peru,YES
ZCL General Leobardo C. Ruiz International Airport (La Calera Airport),ZCL,General Leobardo C. Ruiz International Airport (La Calera Airport),"Zacatecas, Zacatecas",Mexico,YES
ORF Norfolk International Airport,ORF,Norfolk International Airport,"Norfolk, Virginia",United States,YES
REX GENERAL Lucio Blanco International Airport,REX,GENERAL Lucio Blanco International Airport,Reynosa,Mexico,YES
TRV Trivandrum International Airport,TRV,Trivandrum International Airport,"Trivandrum, Kerala",India,YES
DNK Dnipropetrovsk International Airport,DNK,Dnipropetrovsk International Airport,Dnipropetrovsk,Ukraine,YES
LEE Leesburg International Airport,LEE,Leesburg International Airport,"Leesburg, Florida",United States,YES
POM Jacksons International Airport (PORT Moresby Airport),POM,Jacksons International Airport (PORT Moresby Airport),PORT Moresby,Papua New Guinea,YES
RFD Chicago Rockford International Airport (Greater Rockford Airport),RFD,Chicago Rockford International Airport (Greater Rockford Airport),"Rockford, Illinois",United States,YES
SXB Strasbourg Entzheim International Airport,SXB,Strasbourg Entzheim International Airport,Strasbourg,France,YES
TRW Bonriki International Airport,TRW,Bonriki International Airport,Tarawa,Kiribati,YES
ABB Asaba International Airport,ABB,Asaba International Airport,"Asaba, Delta",Niger,YES
CUC Camilo Daza International Airport,CUC,Camilo Daza International Airport,Cúcuta,Colombia,YES
GND Maurice Bishop International Airport,GND,Maurice Bishop International Airport,St. George's,Grenada,YES
IDR Devi Ahilyabai Holkar International Airport,IDR,Devi Ahilyabai Holkar International Airport,"Indore, Madhya Pradesh",India,YES
SHE Shenyang Taoxian International Airport,SHE,Shenyang Taoxian International Airport,Shenyang,China,YES
VLG Villa Gesell - Pinamar International Airport,VLG,Villa Gesell - Pinamar International Airport,"Villa Gesell, Buenos Aires",Argentina,YES
NEV Vance W.Amory International Airport,NEV,Vance W.Amory International Airport,Nevis,Federation of Saint Kitts and Nevis,YES
RGA Hermes Quijada International Airport,RGA,Hermes Quijada International Airport,"Río Grande, Tierra del Fuego",Argentina,YES
TRZ Tiruchirapalli international Airport,TRZ,Tiruchirapalli international Airport,"Tiruchirapalli (Trichy), Tamil Nadu",India,YES
VLI Bauerfield International Airport,VLI,Bauerfield International Airport,Port Vila,Vanuatu,YES
YMX Montréal-Mirabel International Airport,YMX,Montréal-Mirabel International Airport,"Mirabel, Quebec",Canada,YES
ABE Lehigh Valley International Airport,ABE,Lehigh Valley International Airport,"Allentown, Pennsylvania",United States,YES
BWN Brunei International Airport,BWN,Brunei International Airport,Bandar Seri Begawan,Brunei,YES
POS Piarco International Airport,POS,Piarco International Airport,Piarco,Trinidad and Tobago,YES
RGL Piloto Civil Norberto Fernández International Airport,RGL,Piloto Civil Norberto Fernández International Airport,"Río Gallegos, Santa Cruz",Argentina,YES
SXM Princess Juliana International Airport,SXM,Princess Juliana International Airport,"Philipsburg, Sint Maarten",Kingdom of the Netherlands,YES
ANR Antwerp International Airport,ANR,Antwerp International Airport,Antwerp,Belgium,YES
BLI Bellingham International Airport,BLI,Bellingham International Airport,"Bellingham, Washington",United States,YES
LEI Almería International Airport,LEI,Almería International Airport,Almería,Spain,YES
RGN Yangon International Airport,RGN,Yangon International Airport,Yangon,Myanmar,YES
VLN Arturo Michelena International Airport,VLN,Arturo Michelena International Airport,"Valencia, Carabobo",Venezuela,YES
FOR Pinto Martins International Airport,FOR,Pinto Martins International Airport,"Fortaleza, Ceará",Brazil,YES
SHJ Sharjah International Airport,SHJ,Sharjah International Airport,Sharjah,United Arab Emirates,YES
BLK Blackpool International Airport,BLK,Blackpool International Airport,"Blackpool, England",United Kingdom,YES
IEV Kiev International Airport,IEV,Kiev International Airport,Kiev,Ukraine,YES
MGA Augusto C.Sandino International Airport,MGA,Augusto C.Sandino International Airport,Managua,Nicaragua,YES
SXR Srinagar International Airport,SXR,Srinagar International Airport,Srinagar,India,YES
ANU V.C. Bird International Airport,ANU,V.C. Bird International Airport,"St. John's, Antigua",Antigua and Barbuda,YES
NGB Ningbo Lishe International Airport,NGB,Ningbo Lishe International Airport,"Ningbo, Zhejiang",China,YES
NGO Chubu Centrair International Airport,NGO,Chubu Centrair International Airport,Nagoya,Japan,YES
RHO Rhodes International Airport,RHO,Rhodes International Airport,Rhodes,Greece,YES
SHO King Mswati III International Airport,SHO,King Mswati III International Airport,Manzini,Swaziland,YES
TSN Tianjin Binhai International Airport,TSN,Tianjin Binhai International Airport,Tianjin,China,YES
CUL Federal de Bachigualato International Airport,CUL,Federal de Bachigualato International Airport,"Culiacán, Sinaloa",Mexico,YES
FPO Grand Bahama International Airport,FPO,Grand Bahama International Airport,"Freeport, Grand Bahama",Bahamas,YES
FPR St. Lucie County International Airport,FPR,St. Lucie County International Airport,"Fort Pierce, Florida",United States,YES
IFN Esfahan Shahid Beheshti International Airport,IFN,Esfahan Shahid Beheshti International Airport,Isfahan,Iran,YES
VNO Vilnius International Airport,VNO,Vilnius International Airport,Vilnius,Lithuania,YES
CUN Cancún International Airport,CUN,Cancún International Airport,"Cancún, Quintana Roo",Mexico,YES
TSR Traian Vuia International Airport,TSR,Traian Vuia International Airport,Timi?oara,Romania,YES
BLR Bengaluru International Airport,BLR,Bengaluru International Airport,Bangalore,India,YES
IFP Laughlin/Bullhead International Airport,IFP,Laughlin/Bullhead International Airport,"Bullhead City, Arizona",United States,YES
JED King Abdulaziz International Airport,JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,YES
KRK John Paul II International Airport (Kraków Airport),KRK,John Paul II International Airport (Kraków Airport),Kraków / Balice,Poland,YES
LTK Bassel Al-Assad International Airport,LTK,Bassel Al-Assad International Airport,Latakia,Syria,YES
ORY Orly International Airport,ORY,Orly International Airport,"Paris - Orly, Paris",France,YES
PPE Mar de Cortés International Airport,PPE,Mar de Cortés International Airport,"La Jolla de Cortes, Sonora",Mexico,YES
VNT Ventspils International Airport,VNT,Ventspils International Airport,Ventspils,Latvia,YES
ABQ Albuquerque International Sunport,ABQ,Albuquerque International Sunport,"Albuquerque, New Mexico",United States,YES
LET Alfredo Vásquez Cobo International Airport,LET,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,YES
PPG Pago Pago International Airport,PPG,Pago Pago International Airport,Pago Pago,American Samoa,YES
RIC Richmond International Airport,RIC,Richmond International Airport,"Richmond, Virginia",United States,YES
CUR Hato International Airport,CUR,Hato International Airport,"Willemstad, Curaçao",Kingdom of the Netherlands,YES
DOD Dodoma International Airport,DOD,Dodoma International Airport,Dodoma,Tanzania,YES
KEF Keflavík International Airport,KEF,Keflavík International Airport,Keflavík,Iceland,YES
LTO Loreto International Airport,LTO,Loreto International Airport,"Loreto, Baja California Sur",Mexico,YES
SID Amilcar Cabral International Airport,SID,Amilcar Cabral International Airport,Sal Island,Cape Verde,YES
